provinsi,gmv_transaksi_juta,reported_turnover_spt_juta,tax_paid_final_juta,annual_order_volume,avg_ticket_size_ribu,digital_payment_ratio,logistics_tracking_ratio,customer_return_rate,bps_ecom_penetration_pct,bps_infrastructure_index,target_non_compliance
Bali,26.31,18.89,0.09,177,148.64,0.8158,0.535,0.0392,50.45,6.87,1
Bali,22.43,17.21,0.09,150,149.52,0.685,0.4931,0.0323,48.29,6.53,1
Riau,12.93,10.43,0.05,166,77.88,0.7453,0.7015,0.023,29.64,6.02,1
Sumatera Selatan,22.39,20.68,0.1,173,129.44,0.5723,0.6858,0.0454,25.95,5.88,0
Riau,15.14,11.39,0.06,154,98.28,0.4797,0.6434,0.0273,25.62,6.16,0
DKI Jakarta,21.71,10.64,0.05,166,130.76,0.5154,0.7757,0.0225,63.11,7.83,0
Jawa Barat,22.57,19.97,0.1,167,135.15,0.9259,0.6014,0.0356,44.52,6.33,0
Bali,21.7,21.7,0.11,152,142.75,0.735,0.8457,0.027,48.04,6.59,0
Riau,17.63,12.83,0.06,161,109.53,0.5166,0.9015,0.031,24.23,6.11,0
Jawa Timur,13.84,10.18,0.05,155,89.26,0.439,0.6106,0.0363,36.97,5.78,0
Sumatera Selatan,10.12,7.77,0.04,151,66.99,0.6442,0.726,0.0509,20.91,5.75,0
Sumatera Utara,38.42,32.96,0.16,162,237.16,0.6296,0.724,0.0298,28.95,6.03,0
Sulawesi Selatan,21.3,17.14,0.09,144,147.93,0.4941,0.7779,0.0131,28.86,6.05,0
Banten,41.85,37.4,0.19,168,249.1,0.514,0.9036,0.0492,43.72,6.37,0
Riau,22.34,12.06,0.06,165,135.42,0.5223,0.7967,0.0269,27.87,6.13,0
Sulawesi Selatan,24.05,14.56,0.07,166,144.85,0.4468,0.9245,0.0459,29.18,6.0,0
Banten,21.61,17.54,0.09,169,127.86,0.738,0.8807,0.061,42.59,6.35,0
Sulawesi Selatan,17.23,10.67,0.05,141,122.18,0.3251,0.7902,0.0379,27.97,6.3,1
Bali,25.2,18.84,0.09,153,164.68,0.5766,0.6935,0.0214,47.96,6.57,0
DKI Jakarta,20.16,15.76,0.08,160,125.99,0.7986,0.81,0.0344,63.06,7.85,0
DKI Jakarta,39.73,25.37,0.13,165,240.8,0.5562,0.8818,0.0234,65.26,7.57,0
DKI Jakarta,51.6,40.49,0.2,170,303.54,0.7942,0.6886,0.0225,64.48,7.74,0
Banten,46.36,31.32,0.16,160,289.74,0.631,0.588,0.0312,43.04,6.3,0
Bali,52.99,38.85,0.19,160,331.21,0.8048,0.8098,0.0143,49.08,6.84,0
Sumatera Selatan,11.44,7.63,0.04,133,86.01,0.4084,0.6304,0.0172,23.19,5.81,1
Sumatera Selatan,46.95,45.46,0.23,171,274.59,0.6751,0.8857,0.0522,23.59,5.88,0
Jawa Timur,19.59,15.68,0.08,128,153.01,0.8037,0.739,0.0415,39.16,5.86,0
DKI Jakarta,23.57,20.74,0.1,153,154.06,0.3741,0.626,0.0448,67.36,7.62,0
DKI Jakarta,17.97,16.65,0.08,173,103.89,0.6701,0.701,0.053,66.21,7.72,0
Jawa Barat,20.72,13.28,0.07,170,121.89,0.4722,0.7675,0.002,43.8,6.19,0
Jawa Barat,9.18,5.16,0.03,160,57.35,0.404,0.812,0.0323,43.66,6.28,0
Sulawesi Selatan,27.25,18.67,0.09,140,194.62,0.3157,0.808,0.0686,29.43,5.94,1
Jawa Barat,20.4,11.23,0.06,154,132.48,0.6401,0.7684,0.0725,43.53,6.08,0
Jawa Timur,17.67,9.84,0.05,155,114.02,0.3959,0.6481,0.0248,34.71,6.11,1
Bali,52.05,29.56,0.15,176,295.71,0.2709,0.6117,0.0208,51.47,6.79,1
Jawa Tengah,26.06,19.19,0.1,177,147.22,0.6334,0.657,0.001,31.42,5.85,0
Sumatera Selatan,15.17,8.28,0.04,160,94.79,0.5652,0.779,0.03,26.13,5.94,0
Banten,24.25,13.96,0.07,167,145.22,0.5481,0.794,0.0498,45.26,6.58,0
Sumatera Selatan,61.24,33.13,0.17,168,364.54,0.2666,0.6463,0.0562,27.11,6.2,1
Jawa Timur,21.98,19.6,0.1,160,137.35,0.5329,0.5199,0.0121,38.14,6.01,1
Sulawesi Selatan,33.56,27.41,0.14,151,222.24,0.7041,0.361,0.0343,27.02,6.1,0
Sumatera Selatan,15.57,12.76,0.06,150,103.82,0.5154,0.4928,0.0276,25.95,5.9,0
Jawa Timur,28.84,22.03,0.11,153,188.48,0.8006,0.7597,0.0166,36.3,5.78,0
Riau,25.51,11.18,0.06,157,162.49,0.7857,0.6282,0.0259,24.68,6.11,1
Sumatera Selatan,20.67,19.83,0.1,141,146.62,0.7913,0.7086,0.0549,21.57,6.04,0
Sulawesi Selatan,19.2,10.43,0.05,166,115.64,0.4305,0.5807,0.0477,27.71,5.92,1
Jawa Timur,19.64,12.0,0.06,154,127.54,0.6446,0.7733,0.0452,34.32,5.74,0
Sulawesi Selatan,10.46,7.04,0.04,163,64.19,0.5037,0.6001,0.0648,30.05,6.08,1
Sumatera Selatan,11.95,6.94,0.03,168,71.13,0.6852,0.7045,0.0358,21.96,5.67,0
Banten,10.98,7.65,0.04,151,72.72,0.6795,0.7053,0.0352,43.55,6.19,0
Riau,12.3,10.61,0.05,167,73.65,0.7579,0.7778,0.0467,25.64,5.87,0
Sumatera Utara,19.24,18.19,0.09,151,127.44,0.6556,0.792,0.018,28.67,5.8,0
Sulawesi Selatan,18.24,11.95,0.06,159,114.75,0.6287,0.7322,0.0547,26.6,6.14,0
DKI Jakarta,14.58,11.51,0.06,163,89.46,0.4663,0.567,0.0503,65.24,7.75,0
Sumatera Selatan,46.66,37.53,0.19,170,274.44,0.6734,0.7525,0.0455,24.56,6.13,0
Bali,19.47,11.15,0.06,152,128.08,0.8274,0.8735,0.024,48.71,6.69,0
DKI Jakarta,40.1,26.0,0.13,173,231.81,0.558,0.8449,0.0517,62.56,7.98,0
Sumatera Utara,11.63,7.97,0.04,155,75.01,0.5627,0.6987,0.0724,29.23,5.96,0
Riau,29.31,13.71,0.07,162,180.92,0.5926,0.7718,0.0487,28.25,6.11,0
Bali,39.24,29.67,0.15,161,243.75,0.5797,0.8267,0.0269,52.78,6.45,0
Jawa Barat,32.73,23.64,0.12,183,178.87,0.625,0.7502,0.0736,41.97,6.12,0
Jawa Tengah,17.78,10.98,0.05,151,117.73,0.5034,0.9538,0.047,33.0,6.03,0
Sumatera Utara,22.11,18.22,0.09,174,127.1,0.7494,0.8511,0.0728,25.55,6.04,0
Riau,27.58,22.87,0.11,159,173.45,0.8544,0.654,0.0189,27.17,6.04,0
Jawa Barat,23.15,20.42,0.1,154,150.33,0.3915,0.7774,0.0247,41.33,6.15,0
Bali,40.8,35.81,0.18,158,258.25,0.7297,0.8319,0.0542,49.15,6.62,0
Banten,15.11,9.91,0.05,161,93.85,0.5072,0.723,0.001,45.97,6.4,0
Banten,42.61,33.99,0.17,177,240.75,0.6034,0.4902,0.0763,43.5,6.54,0
Sumatera Selatan,26.8,20.49,0.1,158,169.6,0.5256,0.4856,0.0641,22.92,5.79,0
Sumatera Utara,26.16,18.18,0.09,162,161.48,0.3005,0.5945,0.0248,30.39,6.02,1
Jawa Tengah,18.98,13.35,0.07,142,133.66,0.7596,0.8217,0.0631,34.27,5.87,0
Banten,40.91,35.86,0.18,161,254.07,0.5173,0.8793,0.0398,42.43,6.27,0
Jawa Barat,15.77,12.61,0.06,164,96.18,0.4395,0.7202,0.034,43.59,6.1,1
Bali,14.49,13.0,0.07,169,85.76,0.7746,0.633,0.0193,47.46,6.69,0
Jawa Timur,21.46,14.12,0.07,145,148.0,0.4332,0.5396,0.0593,38.44,5.86,1
Jawa Timur,14.82,6.19,0.03,141,105.11,0.1379,0.8129,0.0526,37.03,6.29,1
Jawa Barat,26.77,17.02,0.09,158,169.44,0.5068,0.6265,0.0444,45.67,6.35,1
Jawa Timur,63.72,44.48,0.22,158,403.32,0.6375,0.7178,0.0159,35.45,5.98,0
Jawa Barat,27.5,15.16,0.08,181,151.91,0.4464,0.7632,0.0492,43.72,6.22,1
DKI Jakarta,25.35,21.69,0.11,157,161.5,0.5165,0.6465,0.0587,63.52,7.82,0
Riau,58.79,36.92,0.18,174,337.85,0.4931,0.8177,0.074,26.53,6.14,0
Jawa Timur,29.29,11.71,0.06,165,177.5,0.5915,0.7595,0.0362,36.0,5.97,1
Sumatera Selatan,38.56,29.97,0.15,152,253.68,0.6872,0.829,0.0287,20.94,6.21,0
Jawa Tengah,18.42,8.95,0.04,144,127.92,0.5157,0.6704,0.0181,34.22,5.77,1
Sumatera Utara,22.58,18.05,0.09,159,142.03,0.7145,0.8111,0.0412,28.49,5.99,0
Jawa Tengah,18.45,13.23,0.07,174,106.02,0.6258,0.5944,0.0561,31.95,5.87,0
Jawa Tengah,29.26,28.86,0.14,159,184.01,0.7678,0.7154,0.0785,32.45,5.94,0
Sulawesi Selatan,27.23,22.5,0.11,146,186.5,0.7732,0.7583,0.0494,26.15,6.25,0
Sumatera Utara,34.34,19.62,0.1,163,210.65,0.7043,0.838,0.0661,25.62,6.04,1
DKI Jakarta,25.6,18.15,0.09,141,181.56,0.2242,0.7762,0.0424,65.1,7.8,1
Sulawesi Selatan,21.53,12.53,0.06,158,136.26,0.7359,0.8929,0.0538,28.76,6.06,0
Bali,31.33,22.01,0.11,162,193.36,0.4639,0.7727,0.0287,46.71,6.59,0
Jawa Timur,46.77,26.77,0.13,147,318.2,0.4473,0.5128,0.045,40.64,6.11,0
Jawa Tengah,23.07,13.54,0.07,148,155.87,0.538,0.6157,0.0194,31.51,5.91,1
Banten,14.09,12.32,0.06,177,79.58,0.431,0.6193,0.0614,45.19,6.5,1
Sumatera Selatan,13.99,10.25,0.05,152,92.07,0.577,0.7207,0.0821,24.33,5.84,0
Banten,25.1,15.58,0.08,152,165.15,0.4571,0.796,0.043,42.23,6.32,1
Jawa Barat,15.96,12.76,0.06,164,97.32,0.5687,0.7118,0.0311,43.9,6.11,0
Jawa Barat,17.22,14.06,0.07,150,114.82,0.6406,0.4968,0.1174,43.1,6.19,0
Sulawesi Selatan,18.47,15.12,0.08,163,113.34,0.6832,0.4631,0.063,26.94,6.14,1
Jawa Tengah,25.6,18.9,0.09,143,179.01,0.845,0.6553,0.0701,35.18,6.11,0
Sumatera Utara,55.35,25.47,0.13,163,339.58,0.5252,0.8522,0.0479,29.35,6.06,0
Riau,12.17,9.23,0.05,163,74.68,0.5753,0.8261,0.0195,27.23,6.29,0
Jawa Barat,36.92,25.95,0.13,148,249.48,0.5263,0.7289,0.0358,43.06,6.23,0
Jawa Barat,38.75,34.66,0.17,159,243.69,0.3393,0.8084,0.0417,43.91,6.07,0
Jawa Timur,27.98,11.3,0.06,167,167.57,0.5373,0.8361,0.0393,36.81,5.97,1
Riau,21.69,12.25,0.06,164,132.25,0.4184,0.7458,0.0181,26.9,6.16,1
Bali,32.53,29.29,0.15,150,216.86,0.6934,0.664,0.0395,47.28,6.7,0
Jawa Timur,24.11,14.86,0.07,160,150.72,0.6033,0.6998,0.0169,33.29,5.9,1
Jawa Tengah,22.46,19.33,0.1,166,135.29,0.4774,0.7364,0.0132,35.23,5.82,0
Jawa Timur,11.29,8.92,0.04,171,66.02,0.7463,0.8355,0.0243,36.83,5.92,0
Sumatera Selatan,32.57,23.54,0.12,176,185.06,0.8213,0.7045,0.0341,25.18,5.86,0
Sumatera Utara,49.2,30.73,0.15,161,305.62,0.7822,0.7099,0.0354,27.38,6.08,0
Riau,11.95,8.54,0.04,154,77.57,0.5555,0.6673,0.0372,25.81,6.3,0
Jawa Tengah,17.65,12.74,0.06,183,96.43,0.7428,0.6206,0.0759,35.48,5.81,0
Riau,18.66,12.06,0.06,160,116.61,0.7732,0.5638,0.0372,26.7,5.87,0
Jawa Timur,19.79,11.98,0.06,155,127.7,0.3375,0.6554,0.0028,40.16,5.76,1
Bali,14.76,7.94,0.04,142,103.96,0.7213,0.7032,0.0327,50.08,6.7,0
Sumatera Utara,47.27,41.83,0.21,166,284.77,0.6734,0.8879,0.0343,27.41,5.97,0
Jawa Barat,70.43,51.69,0.26,165,426.83,0.6629,0.983,0.001,44.04,6.18,0
Riau,29.77,19.28,0.1,182,163.58,0.7008,0.871,0.0388,28.67,5.99,0
DKI Jakarta,17.46,11.42,0.06,164,106.49,0.5896,0.787,0.0278,63.87,7.71,0
Bali,28.71,24.52,0.12,181,158.61,0.7339,0.6991,0.0369,49.71,6.56,0
Banten,13.3,11.01,0.06,153,86.9,0.5,0.7244,0.043,46.24,6.3,1
Bali,21.49,15.58,0.08,163,131.83,0.7169,0.8302,0.0356,45.22,6.75,0
Sulawesi Selatan,27.26,17.15,0.09,141,193.34,0.6608,0.8489,0.0359,28.95,6.17,0
Banten,33.55,23.39,0.12,164,204.56,0.7113,0.7801,0.0278,46.14,6.46,0
Jawa Barat,28.19,22.17,0.11,145,194.42,0.3885,0.8078,0.0494,42.23,6.4,0
DKI Jakarta,18.99,15.4,0.08,163,116.48,0.4767,0.6927,0.03,65.11,7.57,0
Jawa Timur,23.74,19.36,0.1,152,156.18,0.506,0.7111,0.0508,36.84,5.93,0
Jawa Barat,21.68,8.67,0.04,176,123.19,0.3557,0.8343,0.0161,40.84,6.11,0
Sumatera Selatan,34.32,22.26,0.11,149,230.35,0.5186,0.8364,0.0296,25.51,5.97,1
DKI Jakarta,27.83,20.58,0.1,154,180.69,0.5449,0.7133,0.0477,63.53,7.58,0
Sumatera Selatan,52.58,35.57,0.18,149,352.89,0.7202,0.7391,0.0156,24.21,5.96,0
Jawa Barat,29.7,19.61,0.1,172,172.65,0.4971,1.0,0.0269,44.35,5.98,0
Jawa Barat,16.01,10.73,0.05,164,97.61,0.3592,0.7373,0.0491,41.96,6.24,0
DKI Jakarta,13.14,10.39,0.05,157,83.68,0.5542,0.6532,0.0229,64.7,7.87,0
Bali,23.29,17.87,0.09,147,158.47,0.7079,0.686,0.0622,47.37,6.46,0
Sumatera Selatan,8.57,5.09,0.03,156,54.96,0.7637,0.7285,0.0385,26.59,5.84,0
Bali,19.33,14.67,0.07,161,120.08,0.7509,0.5485,0.0321,50.45,6.74,0
Sumatera Utara,19.32,10.84,0.05,175,110.42,0.442,0.8398,0.0499,30.72,6.21,0
Sumatera Utara,15.79,13.92,0.07,158,99.92,0.7538,0.8361,0.0396,29.11,5.87,0
DKI Jakarta,23.84,19.62,0.1,152,156.84,0.8105,0.6421,0.039,62.9,7.78,0
DKI Jakarta,13.24,9.86,0.05,147,90.1,0.7699,0.7901,0.0345,62.46,7.81,0
Riau,11.94,10.48,0.05,166,71.95,0.7216,0.7287,0.0353,24.98,6.07,0
Sumatera Utara,26.63,19.32,0.1,142,187.52,0.6529,0.7434,0.0173,28.15,6.21,0
Bali,19.18,16.05,0.08,157,122.18,0.5229,0.7238,0.0512,47.71,6.53,0
Sumatera Utara,29.24,19.8,0.1,169,173.01,0.4979,0.6098,0.0263,28.9,5.99,0
DKI Jakarta,24.87,19.56,0.1,156,159.4,0.4526,0.6866,0.058,62.33,7.65,1
Riau,29.47,17.51,0.09,154,191.37,0.6323,0.8815,0.0196,25.22,6.1,0
Jawa Barat,24.87,22.72,0.11,153,162.57,0.758,0.9522,0.0617,42.81,6.12,0
Bali,31.86,16.98,0.08,162,196.66,0.478,0.6647,0.023,47.58,6.7,0
Banten,52.5,31.45,0.16,146,359.57,0.4382,0.6038,0.053,43.61,6.34,1
Banten,25.05,14.43,0.07,145,172.75,0.3434,0.6699,0.0301,45.0,6.36,0
DKI Jakarta,29.35,15.75,0.08,151,194.37,0.3718,0.8094,0.0419,62.21,7.76,1
Jawa Timur,23.94,18.09,0.09,155,154.46,0.7148,0.7189,0.0265,35.04,5.87,0
DKI Jakarta,10.1,8.7,0.04,158,63.91,0.8309,0.7189,0.0226,63.27,7.86,0
Jawa Barat,19.41,12.34,0.06,142,136.7,0.6691,0.655,0.0311,41.67,6.24,0
Sumatera Utara,48.9,35.32,0.18,165,296.39,0.4242,0.6888,0.0511,30.41,6.12,0
Banten,30.52,22.67,0.11,163,187.21,0.5714,0.8124,0.0511,43.07,6.26,0
Sumatera Utara,17.82,9.3,0.05,154,115.72,0.5435,0.9542,0.049,28.48,6.23,0
Bali,29.31,28.33,0.14,166,176.55,0.6494,0.4508,0.043,49.42,6.38,0
Bali,15.09,11.34,0.06,173,87.25,0.5239,0.7142,0.0795,46.85,6.7,0
Bali,29.62,26.89,0.13,142,208.59,0.4819,0.7493,0.022,47.47,6.62,0
DKI Jakarta,18.97,10.29,0.05,164,115.64,0.6183,0.6189,0.0359,62.59,7.82,1
DKI Jakarta,24.39,16.08,0.08,153,159.44,0.6204,0.7199,0.001,64.71,7.71,0
Bali,13.36,8.75,0.04,147,90.88,0.6165,0.5045,0.0466,51.49,6.62,0
Bali,25.29,17.64,0.09,155,163.16,0.8186,0.8204,0.0207,51.52,6.69,0
DKI Jakarta,8.54,6.21,0.03,159,53.72,0.5799,0.732,0.0375,65.45,7.74,0
DKI Jakarta,17.56,15.97,0.08,148,118.65,0.5416,0.6616,0.0238,61.68,7.76,0
Jawa Timur,16.27,12.35,0.06,160,101.69,0.7231,0.6244,0.0351,35.54,6.0,0
Sumatera Utara,18.19,16.41,0.08,176,103.35,0.7462,0.7027,0.0412,30.49,6.31,0
DKI Jakarta,6.46,4.23,0.02,160,40.4,0.4487,0.7785,0.0243,65.83,7.55,0
Banten,13.78,9.41,0.05,131,105.19,0.5995,0.9119,0.0446,45.31,6.54,0
Jawa Tengah,23.85,19.94,0.1,143,166.81,0.6593,0.6358,0.0299,34.41,5.92,0
Sulawesi Selatan,16.21,11.67,0.06,169,95.91,0.5541,0.6992,0.0254,27.26,6.06,1
Bali,31.99,18.1,0.09,173,184.94,0.4772,0.6492,0.0512,51.31,6.45,1
Sumatera Utara,32.58,26.17,0.13,140,232.74,0.6155,0.7235,0.0427,27.31,6.19,0
Jawa Barat,23.56,18.88,0.09,139,169.46,0.7225,0.7721,0.0038,40.96,6.02,0
Jawa Tengah,25.56,21.68,0.11,144,177.49,0.561,0.6679,0.0318,34.4,6.04,0
Jawa Tengah,25.56,15.11,0.08,153,167.08,0.5704,0.6559,0.0188,32.33,5.8,1
Bali,34.14,21.28,0.11,177,192.88,0.428,0.8441,0.0647,46.79,6.78,0
Riau,17.56,6.43,0.03,166,105.78,0.3364,0.8121,0.0237,27.47,5.99,1
Jawa Timur,14.39,12.76,0.06,148,97.24,0.6716,0.5316,0.0259,34.11,5.85,1
DKI Jakarta,16.14,9.44,0.05,164,98.39,0.4982,0.7965,0.0393,64.22,7.72,0
Bali,32.53,21.77,0.11,158,205.91,0.4967,0.6898,0.0482,48.07,6.52,0
Riau,17.11,12.77,0.06,175,97.76,0.5478,0.844,0.0249,28.55,6.05,0
Jawa Tengah,19.05,12.43,0.06,151,126.13,0.7408,0.731,0.0415,33.89,6.07,0
Bali,19.29,15.53,0.08,163,118.33,0.5385,0.6773,0.0437,50.35,6.54,0
Sumatera Selatan,29.27,17.64,0.09,184,159.08,0.6737,0.7993,0.0059,22.69,5.91,0
DKI Jakarta,33.86,28.25,0.14,169,200.37,0.6204,0.7544,0.0476,61.0,7.93,0
DKI Jakarta,30.26,20.22,0.1,151,200.37,0.8953,0.6384,0.0284,63.0,7.76,0
DKI Jakarta,10.07,8.53,0.04,152,66.24,0.7417,0.7115,0.0157,64.46,7.87,0
Jawa Tengah,27.22,24.29,0.12,157,173.38,0.7716,0.8092,0.0739,33.31,5.93,0
Banten,22.05,12.75,0.06,155,142.25,0.4387,0.7477,0.0213,45.85,6.51,1
Sulawesi Selatan,25.4,14.28,0.07,160,158.78,0.5027,0.8747,0.0533,28.72,6.01,0
Bali,20.62,17.87,0.09,167,123.47,0.665,0.5454,0.0477,47.17,6.68,0
Sulawesi Selatan,17.03,14.34,0.07,171,99.58,0.7531,0.7943,0.0058,28.6,6.23,0
Sulawesi Selatan,38.93,28.29,0.14,162,240.33,0.8101,0.8372,0.0237,28.16,5.98,1
DKI Jakarta,20.54,17.72,0.09,156,131.66,0.5845,0.7715,0.0168,65.45,7.79,0
Bali,42.45,32.68,0.16,154,275.63,0.6108,0.8667,0.0562,47.35,6.52,0
Sulawesi Selatan,22.91,14.18,0.07,160,143.21,0.3775,0.6402,0.0539,26.91,6.14,1
Riau,23.79,18.83,0.09,164,145.06,0.6567,0.4428,0.0697,26.75,5.88,1
Sulawesi Selatan,15.57,10.28,0.05,149,104.53,0.7007,0.8899,0.0191,30.02,5.98,0
Banten,24.41,13.73,0.07,169,144.43,0.3193,0.6721,0.0849,43.82,6.51,1
Sumatera Selatan,43.47,36.0,0.18,185,234.98,0.4912,0.896,0.0568,25.21,5.87,0
Sumatera Selatan,24.34,16.36,0.08,178,136.74,0.4296,0.7066,0.0711,24.37,5.67,0
Jawa Tengah,28.97,17.68,0.09,179,161.85,0.5432,0.8179,0.0414,33.14,5.77,1
Sumatera Selatan,60.86,56.86,0.28,176,345.79,0.8184,0.7023,0.033,26.05,5.8,0
Banten,14.35,7.27,0.04,171,83.91,0.3921,0.7801,0.0218,44.28,6.57,0
Jawa Barat,14.31,8.34,0.04,152,94.14,0.6579,0.7751,0.0636,42.72,6.25,0
Jawa Barat,26.92,20.55,0.1,158,170.38,0.6586,0.7603,0.0361,42.63,6.26,0
Sumatera Selatan,11.63,7.97,0.04,170,68.42,0.511,0.5681,0.0364,23.86,5.74,1
Bali,30.21,25.32,0.13,159,190.0,0.6589,0.7869,0.061,47.7,6.61,0
Sumatera Selatan,15.71,11.23,0.06,157,100.09,0.4688,0.5281,0.055,23.96,6.07,1
Sulawesi Selatan,21.87,13.7,0.07,186,117.57,0.4141,0.591,0.0348,27.99,6.12,1
Sulawesi Selatan,34.48,24.94,0.12,152,226.82,0.6827,0.8378,0.0417,28.33,5.95,0
Jawa Barat,12.98,12.84,0.06,158,82.12,0.7934,0.6487,0.0446,41.9,6.25,0
Sumatera Selatan,8.52,6.39,0.03,138,61.72,0.5696,0.5214,0.0403,23.69,5.73,0
Jawa Tengah,9.21,7.28,0.04,156,59.05,0.4719,0.8473,0.0624,32.64,5.76,0
Sumatera Selatan,28.54,20.78,0.1,169,168.86,0.6665,0.7472,0.0494,23.17,5.66,0
Banten,36.83,22.91,0.11,163,225.98,0.5851,0.7987,0.0328,43.25,6.37,0
Sulawesi Selatan,14.73,13.45,0.07,166,88.72,0.759,0.8324,0.0647,29.25,6.09,0
Jawa Barat,47.35,32.63,0.16,186,254.58,0.5037,0.739,0.0269,45.43,6.04,0
Jawa Barat,22.78,12.85,0.06,161,141.48,0.7021,0.846,0.0372,42.91,6.14,0
Riau,24.42,18.92,0.09,164,148.91,0.4525,0.7179,0.0346,25.08,5.98,0
Sumatera Utara,32.98,27.27,0.14,140,235.58,0.8586,0.8164,0.0314,28.29,5.97,0
Bali,9.97,8.35,0.04,150,66.48,0.7645,0.6532,0.033,48.87,6.48,0
Bali,35.92,16.31,0.08,177,202.92,0.2324,0.6597,0.0583,49.78,6.75,1
Jawa Tengah,10.77,8.99,0.04,166,64.89,0.6681,0.8682,0.0406,32.61,5.78,0
Riau,11.54,8.14,0.04,164,70.37,0.7213,0.8067,0.0734,25.34,6.05,0
Sumatera Selatan,12.36,9.17,0.05,165,74.88,0.6564,0.6524,0.0292,28.0,5.82,0
Sulawesi Selatan,27.91,12.1,0.06,143,195.15,0.679,0.7273,0.0275,25.96,6.05,1
Jawa Timur,35.01,18.72,0.09,174,201.18,0.7012,0.8423,0.0135,38.2,6.26,0
DKI Jakarta,34.91,34.91,0.17,155,225.24,0.669,0.7102,0.0134,65.77,8.07,0
Jawa Timur,21.26,11.83,0.06,152,139.89,0.4039,0.7781,0.0242,36.47,5.94,0
Jawa Tengah,19.46,13.77,0.07,164,118.67,0.4485,0.9514,0.0234,33.86,5.92,0
DKI Jakarta,31.16,25.53,0.13,170,183.28,0.5566,0.8071,0.028,61.02,7.85,0
Jawa Tengah,21.53,14.46,0.07,163,132.1,0.4996,0.694,0.0425,33.24,6.02,0
Jawa Barat,27.37,22.21,0.11,174,157.27,0.6031,0.9982,0.0233,45.12,6.23,0
DKI Jakarta,24.46,15.9,0.08,179,136.66,0.8166,0.8949,0.0725,63.72,7.87,0
Sumatera Selatan,19.29,13.81,0.07,140,137.78,0.6543,0.4449,0.0374,24.38,5.94,0
Riau,69.29,36.27,0.18,165,419.93,0.3138,0.7287,0.0556,28.75,6.0,0
Jawa Barat,36.55,19.04,0.1,162,225.6,0.6699,0.7428,0.022,44.61,6.29,0
Banten,25.8,23.32,0.12,143,180.45,0.6803,0.664,0.0317,45.18,6.4,0
Bali,17.77,16.2,0.08,151,117.68,0.6133,0.8026,0.0456,47.52,6.65,0
Jawa Tengah,22.92,14.99,0.07,157,146.0,0.5926,0.8936,0.0479,29.53,5.7,0
Jawa Tengah,42.1,29.22,0.15,179,235.18,0.5222,0.772,0.0572,33.76,5.77,1
Sumatera Selatan,24.52,18.64,0.09,158,155.16,0.6694,0.8026,0.0135,24.33,5.84,0
Jawa Timur,18.56,15.78,0.08,159,116.71,0.4025,0.4965,0.0921,37.99,6.03,0
Riau,10.94,9.44,0.05,161,67.93,0.5614,0.7595,0.0715,26.34,6.29,0
Jawa Barat,19.44,10.82,0.05,164,118.56,0.2705,0.6917,0.044,43.45,6.25,0
DKI Jakarta,31.55,30.96,0.15,157,200.95,0.6518,0.6581,0.0464,63.59,7.71,0
Sumatera Utara,12.13,7.87,0.04,152,79.79,0.2151,0.6949,0.0439,26.75,5.93,1
Banten,50.19,40.33,0.2,164,306.03,0.6799,0.6581,0.0204,41.35,6.54,1
Bali,23.41,23.41,0.12,146,160.31,0.632,0.6959,0.0124,47.41,6.64,0
Sumatera Selatan,52.92,38.17,0.19,179,295.65,0.5996,0.5926,0.0167,22.67,5.5,0
Jawa Timur,22.21,14.41,0.07,163,136.23,0.452,0.6913,0.0141,36.78,6.09,1
Jawa Barat,9.6,6.6,0.03,171,56.14,0.518,0.8677,0.0733,40.93,6.2,0
Sumatera Utara,21.03,13.37,0.07,180,116.81,0.5252,0.7728,0.0299,27.7,5.79,1
Sumatera Selatan,15.55,10.29,0.05,151,103.01,0.6107,0.7274,0.0617,27.21,5.96,0
Jawa Timur,15.95,10.99,0.05,169,94.37,0.6161,0.7806,0.0348,36.74,5.98,0
Riau,28.54,28.54,0.14,159,179.51,0.6659,0.82,0.0372,26.22,5.92,0
DKI Jakarta,16.49,13.78,0.07,179,92.14,0.7867,0.6188,0.0349,63.56,7.98,1
Sumatera Selatan,10.76,8.98,0.04,146,73.71,0.6315,0.8303,0.0281,24.64,5.94,0
Bali,16.53,12.49,0.06,159,103.99,0.8451,0.6819,0.0747,47.95,6.55,0
Jawa Tengah,34.18,17.33,0.09,159,214.94,0.383,0.7294,0.0423,32.95,5.77,1
Riau,18.48,12.9,0.06,150,123.17,0.5987,0.5923,0.0677,25.34,6.05,0
Sumatera Selatan,18.35,14.0,0.07,200,91.76,0.7189,0.7188,0.0443,22.08,5.87,0
Jawa Tengah,16.66,15.63,0.08,145,114.91,0.7075,0.721,0.0681,34.96,5.94,0
Jawa Barat,39.79,27.11,0.14,162,245.59,0.4413,0.958,0.0416,42.06,6.13,1
Jawa Timur,28.33,21.26,0.11,159,178.15,0.8264,0.9554,0.0344,39.25,5.92,0
Bali,27.19,17.37,0.09,149,182.51,0.3162,0.7264,0.0103,47.59,6.62,1
Jawa Timur,30.94,21.34,0.11,175,176.78,0.6949,0.7287,0.0546,34.81,5.91,0
Jawa Tengah,10.99,6.28,0.03,163,67.41,0.7594,0.887,0.0705,36.1,5.85,0
Jawa Tengah,21.37,12.82,0.06,163,131.1,0.6736,0.7082,0.0597,30.98,6.03,1
